Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,x,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
29618487,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10022,345 EAST 60 STREET,EAST 60 STREET,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/4/15 0:00,08 MANHATTAN,1014350020,MANHATTAN,"994,705","216,373",PHONE,Unspecified,MANHATTAN,,,,,,,,40.76056418,-73.96226026,"(40.76056418430718, -73.96226025830522)"
29618488,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10455,1015 LEGGETT AVENUE,LEGGETT AVENUE,FOX STREET,SOUTHERN BOULEVARD,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,02 BRONX,2027200001,BRONX,"1,012,047","235,857",PHONE,Unspecified,BRONX,,,,,,,,40.814005,-73.89957971,"(40.8140049984241, -73.89957970658998)"
29618490,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11415,83-43 118 STREET,118 STREET,83 AVENUE,CURZON ROAD,,,ADDRESS,Kew Gardens,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/5/15 0:00,09 QUEENS,4033220040,QUEENS,"1,030,129","196,553",PHONE,Unspecified,QUEENS,,,,,,,,40.7060504,-73.83452447,"(40.706050400205825, -73.83452447209255)"
29618491,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451,691 GERARD AVENUE,GERARD AVENUE,EAST 153 STREET,NYCTA SUBWAY,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/7/15 0:00,04 BRONX,2024820060,BRONX,"1,004,348","239,262",PHONE,Unspecified,BRONX,,,,,,,,40.82337163,-73.92738314,"(40.8233716323884, -73.92738313721195)"
29618492,1/1/15 0:00,1/8/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,1213 HERKIMER STREET,HERKIMER STREET,THOMAS S BOYLAND STREET,MARCONI PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/8/15 0:00,16 BROOKLYN,3015510035,BROOKLYN,"1,008,314","186,179",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6776624,-73.91324339,"(40.677662398470886, -73.91324339312666)"
29618493,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2285 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST 183 STREET,BEND,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/6/15 0:00,07 BRONX,2032340049,BRONX,"1,009,217","253,170",PHONE,Unspecified,BRONX,,,,,,,,40.86153259,-73.909739,"(40.861532585666495, -73.90973899619243)"
29618494,1/1/15 0:00,1/9/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,422 WEST 51 STREET,WEST 51 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/9/15 0:00,04 MANHATTAN,1010600044,MANHATTAN,"987,194","217,795",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7644729,-73.98937233,"(40.76447289986918, -73.9893723274167)"
29618495,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213,1550 STERLING PLACE,STERLING PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/4/15 0:00,08 BROOKLYN,3013800018,BROOKLYN,"1,004,408","183,847",PHONE,Unspecified,BROOKLYN,,,,,,,,40.67127134,-73.92733245,"(40.67127134171268, -73.92733244608434)"
29618496,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,201 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST 183 STREET,WEST 184 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",1/2/15 0:00,12 MANHATTAN,1021650053,MANHATTAN,"1,002,519","249,395",PHONE,Unspecified,MANHATTAN,,,,,,,,40.85118774,-73.93396397,"(40.851187744162765, -73.93396396511241)"
29618497,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,466 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,WILLMOHR STREET,CHURCH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/5/15 0:00,17 BROOKLYN,3046930066,BROOKLYN,"1,007,705","178,625",PHONE,Unspecified,BROOKLYN,,,,,,,,40.65692999,-73.91546527,"(40.65692999434995, -73.91546526760536)"
29618498,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,633 HANCOCK STREET,HANCOCK STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/6/15 0:00,03 BROOKLYN,3016560048,BROOKLYN,"1,003,615","188,785",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6848268,-73.93017694,"(40.68482680080217, -73.93017694072466)"
29618499,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10014,19 BARROW STREET,BARROW STREET,WEST 4 STREET,7 AVENUE SOUTH,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/4/15 0:00,02 MANHATTAN,1005900061,MANHATTAN,"983,467","206,178",PHONE,Unspecified,MANHATTAN,,,,,,,,40.73258762,-74.00282523,"(40.7325876152951, -74.00282523292067)"
29618500,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002,550 GRAND STREET,GRAND STREET,HENRY STREET,LEWIS STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/4/15 0:00,03 MANHATTAN,1003310120,MANHATTAN,"989,683","199,449",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71411651,-73.980402,"(40.71411650611962, -73.98040199628996)"
29618501,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,514 WEST 211 STREET,WEST 211 STREET,10 AVENUE,VERMILYEA AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/5/15 0:00,12 MANHATTAN,1022280025,MANHATTAN,"1,007,039","255,250",PHONE,Unspecified,MANHATTAN,,,,,,,,40.86724744,-73.91760585,"(40.867247444315936, -73.91760585057962)"
29618502,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,2031 MORRIS AVENUE,MORRIS AVENUE,EAST 179 STREET,EAST BURNSIDE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/6/15 0:00,05 BRONX,2028290091,BRONX,"1,010,204","249,889",PHONE,Unspecified,BRONX,,,,,,,,40.85252438,-73.90618349,"(40.852524381107024, -73.9061834880534)"
29618503,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11106,31-75 29 STREET,29 STREET,31 AVENUE,BROADWAY,,,ADDRESS,Astoria,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/3/15 0:00,01 QUEENS,4005880009,QUEENS,"1,004,614","217,384",PHONE,Unspecified,QUEENS,,,,,,,,40.76332185,-73.92648838,"(40.76332184793551, -73.92648838004826)"
29618505,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10037,471 LENOX AVENUE,LENOX AVENUE,WEST 133 STREET,WEST 134 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,10 MANHATTAN,1019180032,MANHATTAN,"1,000,406","235,503",PHONE,Unspecified,MANHATTAN,,,,,,,,40.81306233,-73.94163517,"(40.81306232619066, -73.9416351748284)"
29618506,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11375,67-09 BURNS STREET,BURNS STREET,67 AVENUE,YELLOWSTONE BOULEVARD,,,ADDRESS,Forest Hills,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/6/15 0:00,06 QUEENS,4031660128,QUEENS,"1,024,237","202,663",PHONE,Unspecified,QUEENS,,,,,,,,40.72284946,-73.85573929,"(40.722849456322216, -73.85573929475713)"
29618507,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2425 PROSPECT AVENUE,PROSPECT AVENUE,EAST 187 STREET,DEAD END,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/7/15 0:00,06 BRONX,2031040082,BRONX,"1,016,769","250,508",PHONE,Unspecified,BRONX,,,,,,,,40.85420161,-73.88244986,"(40.85420161142014, -73.88244985679152)"
29618508,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,315 WEST 121 STREET,WEST 121 STREET,8 AVENUE,MANHATTAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/5/15 0:00,10 MANHATTAN,1019480022,MANHATTAN,"997,027","233,642",PHONE,Unspecified,MANHATTAN,,,,,,,,40.80795993,-73.95384562,"(40.807959931869185, -73.95384561877755)"
29618509,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,20 RICHMAN PLAZA,RICHMAN PLAZA,DEAD END,MAC CRACKEN AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,1/5/15 0:00,05 BRONX,2028820229,BRONX,"1,005,625","249,604",PHONE,Unspecified,BRONX,,,,,,,,40.85175441,-73.9227362,"(40.85175441394754, -73.92273620228266)"
29618511,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11229,1900 AVENUE W,AVENUE W,EAST 19 STREET,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/3/15 0:00,15 BROOKLYN,3074040001,BROOKLYN,"997,699","155,963",PHONE,Unspecified,BROOKLYN,,,,,,,,40.59474842,-73.95157328,"(40.59474842327772, -73.95157327758106)"
29618512,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,115 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,KOSSUTH AVENUE,STEUBEN AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/5/15 0:00,07 BRONX,2033260001,BRONX,"1,016,868","258,955",PHONE,Unspecified,BRONX,,,,,,,,40.87738568,-73.88205088,"(40.877385676249666, -73.88205087634928)"
29618513,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11214,2044 CROPSEY AVENUE,CROPSEY AVENUE,BAY 25 STREET,BAY 26 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/5/15 0:00,11 BROOKLYN,3064690001,BROOKLYN,"983,782","157,659",PHONE,Unspecified,BROOKLYN,,,,,,,,40.59941379,-74.00168528,"(40.599413792468944, -74.00168527686257)"
29618514,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11229,1680 EAST 22 STREET,EAST 22 STREET,AVENUE P,QUENTIN ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,15 BROOKLYN,3067840016,BROOKLYN,"997,714","161,670",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61041295,-73.95150789,"(40.61041295270483, -73.95150789023555)"
29618515,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,25 CUMMING STREET,CUMMING STREET,BROADWAY,SEAMAN AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/5/15 0:00,12 MANHATTAN,1022370023,MANHATTAN,"1,004,583","255,048",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86669901,-73.92648618,"(40.8666990148464, -73.92648618310697)"
29618517,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,2179 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST 181 STREET,EAST 182 STREET,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/7/15 0:00,06 BRONX,2030370077,BRONX,"1,013,458","250,250",PHONE,Unspecified,BRONX,,,,,,,,40.85350505,-73.89441962,"(40.85350505305637, -73.89441961846626)"
29618518,1/1/15 0:00,1/7/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451,691 GERARD AVENUE,GERARD AVENUE,EAST 153 STREET,NYCTA SUBWAY,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/7/15 0:00,04 BRONX,2024820060,BRONX,"1,004,348","239,262",PHONE,Unspecified,BRONX,,,,,,,,40.82337163,-73.92738314,"(40.8233716323884, -73.92738313721195)"
29618519,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,5421 BEVERLY ROAD,BEVERLY ROAD,EAST 54 STREET,EAST 55 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/6/15 0:00,17 BROOKLYN,3047390033,BROOKLYN,"1,004,883","174,854",PHONE,Unspecified,BROOKLYN,,,,,,,,40.64658645,-73.92564764,"(40.64658644916188, -73.92564763693309)"
29618520,1/1/15 0:00,1/6/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,2160 ANTHONY AVENUE,ANTHONY AVENUE,EAST 181 STREET,GRAND CONCOURSE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/6/15 0:00,05 BRONX,2031570001,BRONX,"1,011,582","250,654",PHONE,Unspecified,BRONX,,,,,,,,40.85461992,-73.90119929,"(40.85461991885426, -73.90119928541195)"
29618523,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213,194 UTICA AVENUE,UTICA AVENUE,PARK PLACE,STERLING PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/4/15 0:00,08 BROOKLYN,3013720044,BROOKLYN,"1,003,439","184,159",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67212986,-73.9308247,"(40.672129864896924, -73.93082470352549)"
29618524,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11414,153-25 88 STREET,88 STREET,153 AVENUE,155 AVENUE,,,ADDRESS,Howard Beach,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,10 QUEENS,4114340075,QUEENS,"1,026,505","182,093",ONLINE,Unspecified,QUEENS,,,,,,,,40.66637912,-73.84768611,"(40.6663791192054, -73.84768610600199)"
29618525,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,10 EAST 198 STREET,EAST 198 STREET,JEROME AVENUE,CRESTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/4/15 0:00,07 BRONX,2033180114,BRONX,"1,013,889","256,715",ONLINE,Unspecified,BRONX,,,,,,,,40.87124808,-73.89283306,"(40.87124807693594, -73.89283306109618)"
29618526,1/1/15 0:00,1/8/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,2230 CRUGER AVENUE,CRUGER AVENUE,PELHAM PARKWAY,ASTOR AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",1/8/15 0:00,11 BRONX,2043440019,BRONX,"1,021,164","252,074",PHONE,Unspecified,BRONX,,,,,,,,40.85848253,-73.86655415,"(40.858482526672134, -73.86655414779598)"
29618527,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,41 TIEMANN PLACE,TIEMANN PLACE,BROADWAY,CLAREMONT AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/2/15 0:00,09 MANHATTAN,1019950016,MANHATTAN,"995,482","236,358",PHONE,Unspecified,MANHATTAN,,,,,,,,40.81541669,-73.95942208,"(40.815416694719694, -73.95942207955788)"
29618529,1/1/15 0:00,1/4/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10024,166 WEST 87 STREET,WEST 87 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/4/15 0:00,07 MANHATTAN,1012170057,MANHATTAN,"991,601","226,331",PHONE,Unspecified,MANHATTAN,,,,,,,,40.78789941,-73.97345397,"(40.78789940839386, -73.97345397049499)"
29618530,1/1/15 0:00,1/2/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,112 HAVEN AVENUE,HAVEN AVENUE,WEST 171 STREET,BEND,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",1/2/15 0:00,12 MANHATTAN,1021390236,MANHATTAN,"1,000,193","247,091",PHONE,Unspecified,MANHATTAN,,,,,,,,40.84486845,-73.94237712,"(40.84486845146448, -73.94237711604437)"
29618531,1/1/15 0:00,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,107 WEST 105 STREET,WEST 105 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,1/1/15 0:00,07 MANHATTAN,1018600027,MANHATTAN,"994,244","230,304",PHONE,Unspecified,MANHATTAN,,,,,,,,40.79880163,-73.96390362,"(40.798801625435665, -73.96390362234443)"
29618532,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11235,3205 EMMONS AVENUE,EMMONS AVENUE,BRAGG STREET,BRIGHAM STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,1/3/15 0:00,15 BROOKLYN,3088070125,BROOKLYN,"1,003,012","152,120",PHONE,Unspecified,BROOKLYN,,,,,,,,40.5841905,-73.93245308,"(40.58419050491946, -73.93245307663842)"
29618533,1/1/15 0:00,1/5/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11210,1022 EAST 36 STREET,EAST 36 STREET,FLATBUSH AVENUE,AVENUE K,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",1/5/15 0:00,18 BROOKLYN,3076170063,BROOKLYN,"1,000,658","167,312",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62589411,-73.94089103,"(40.62589410526047, -73.94089103441642)"
29618534,1/1/15 0:00,1/3/15 0:00,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11219,968 54 STREET,54 STREET,9 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",1/3/15 0:00,12 BROOKLYN,3056730035,BROOKLYN,"983,582","171,233",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63667159,-74.00240682,"(40.63667159088359, -74.00240682368414)"
